aid,candid,corrected,dec,dubious,e_dec,e_mag,e_mag_corr,e_mag_corr_ext,e_ra,fid,has_stamp,isdiffpos,mag,mag_corr,mjd,oid,parent_candid,pid,ra,sid,tid,adpctdif1,adpctdif2,chinr,clrcoeff,clrcounc,decnr,diffmaglim,distnr,exptime,field,magnr,magzpsci,magzpscirms,magzpsciunc,procstatus,programid,ranr,rcid,rfid,scibckgnd,sciinpseeing,scisigpix,sharpnr,sigmagnr
"","ZTF18absrlhv2713267855015",true,64.5418105,false,"",0.02405233308672905,100,0.006926878332025421,"",1,false,1,19.426761627197266,18.07521250214967,60467.26785880001,"ZTF18absrlhv",2713272326215015000,2713267855015,252.4096584,"","ztf",0.06572599709033966,0.09086599946022034,3.934999942779541,-0.02429099939763546,0.0000054115798775455914,64.54180145263672,21.328699111938477,0.03340223804116249,180,824,18.444000244140625,28.23430061340332,0.019072499126195908,0.000003406999894650653,"0",1,252.40965270996094,50,824120150,1178.1600341796875,2.400599956512451,14.838000297546387,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2713283496215",true,64.5418114,false,"",0.026790490373969078,100,0.007258323651488379,"",1,false,1,19.48378562927246,18.06592479586326,60467.2834954001,"ZTF18absrlhv",2713290195015015000,2713283496215,252.4096828,"","ztf",0.05992700159549713,0.08066499978303909,4.1579999923706055,-0.06360340118408203,0.000004563380116451299,64.54180908203125,21.358200073242188,0.06589429080486298,180,825,18.409000396728516,28.128700256347656,0.01726510003209114,0.0000028834999739046907,"0",1,252.40963745117188,62,825120162,532.2529907226562,1.8142999410629272,11.620200157165527,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2713290195015",true,64.5417922,false,"",0.02414986491203308,100,0.0070190289148377005,"",1,false,1,19.41275405883789,18.071159873145703,60467.29019680014,"ZTF18absrlhv",2713294656215015000,2713290195015,252.4096815,"","ztf",0.06470199674367905,0.08528000116348267,3.934999942779541,-0.03995160013437271,0.0000049403702178096864,64.54180145263672,21.364099502563477,0.06294077634811401,180,824,18.444000244140625,28.229999542236328,0.018220700323581696,0.0000031049999051901978,"0",1,252.40965270996094,50,824120150,1167.3299560546875,2.168299913406372,14.404500007629395,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2713328156215",true,64.5418078,false,"",0.025637175887823105,100,0.006917985266438554,"",1,false,1,19.489768981933594,18.067542606433705,60467.32815970015,"ZTF18absrlhv",2713334865015015000,2713328156215,252.4096625,"","ztf",0.06010200083255768,0.08591999858617783,4.1579999923706055,-0.05483439937233925,0.000004405209892865969,64.54180908203125,21.34320068359375,0.03285567834973335,180,825,18.409000396728516,28.109600067138672,0.01691870018839836,0.0000027687999590852996,"0",1,252.40963745117188,62,825120162,529.7880249023438,1.9078999757766724,11.596199989318848,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2716297455015",true,64.5419615,false,"",0.0526559054851532,100,0.008033694499656782,"",2,false,1,19.5485897064209,17.50726027446057,60470.2974537001,"ZTF18absrlhv",2716341566215015000,2716297455015,252.4098377,"","ztf",0.08442900329828262,0.09118899703025818,4.257999897003174,0.08990880101919174,0.000008225209967349656,64.54180145263672,20.65180015563965,0.6895821690559387,30,824,17.687000274658203,26.252300262451172,0.023526500910520554,0.0000052157997743051965,"0",1,252.4095916748047,50,824120250,200.55999755859375,1.6132999658584595,6.412869930267334,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv2713350486215",true,64.5417641,false,"",0.02570493333041668,100,0.006870981588882116,"",1,false,1,19.503807067871094,18.071312825453813,60467.350486100186,"ZTF18absrlhv",2740345246215015000,2713350486215,252.4099014,"","ztf",0.061204999685287476,0.08340299874544144,4.1579999923706055,-0.05925749987363815,0.0000046676800593559165,64.54180908203125,21.3346004486084,0.4314979612827301,180,825,18.409000396728516,28.10849952697754,0.017529699951410294,0.0000029384000299614854,"0",1,252.40963745117188,62,825120162,527.7780151367188,1.8918999433517456,11.66450023651123,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2721278035015",true,64.541831,false,"",0.06139709800481796,100,0.009820393352252002,"",2,false,1,19.487812042236328,17.49776464068079,60475.27803240018,"ZTF18absrlhv",2721329546215015000,2721278035015,252.4099095,"","ztf",0.07533200085163116,0.09739799797534943,4.257999897003174,0.09612210094928741,0.000007249089776451001,64.54180145263672,20.437700271606445,0.5007033944129944,30,824,17.687000274658203,26.262699127197266,0.021981099620461464,0.000004546900072455173,"0",1,252.4095916748047,50,824120250,203.24899291992188,1.4983999729156494,8.086210250854492,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv2718409646215",true,64.5418489,false,"",0.06144968792796135,100,0.015053693117541804,"",1,false,1,19.631093978881836,18.10390242052598,60472.40964120021,"ZTF18absrlhv",2748303926215015000,2718409646215,252.4097141,"","ztf",0.07169300317764282,0.09510599821805954,4.1579999923706055,-0.053339600563049316,0.00001219240039063152,64.54180908203125,20.638599395751953,0.18740151822566986,30,825,18.409000396728516,26.170299530029297,0.028021300211548805,0.000007506000201829011,"0",1,252.40963745117188,62,825120162,89.08149719238281,2.150899887084961,4.781700134277344,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2721364406215",true,64.5417681,false,"",0.06565333902835846,100,0.015631939448528413,"",1,false,1,19.671857833862305,18.113747947777927,60475.364409700036,"ZTF18absrlhv",2721364905015015000,2721364406215,252.4099572,"","ztf",0.07506000250577927,0.09739299863576889,4.1579999923706055,-0.06297039985656738,0.000012190799679956399,64.54180908203125,20.57979965209961,0.5088077187538147,30,825,18.409000396728516,26.223600387573242,0.027987999841570854,0.000007520799954363611,"0",1,252.40963745117188,62,825120162,92.11519622802734,2.5467000007629395,4.6658501625061035,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2718360035015",true,64.5418684,false,"",0.047862760722637177,100,0.00770663668092552,"",2,false,1,19.479217529296875,17.49638537965556,60472.36003470002,"ZTF18absrlhv",2737284455015015000,2718360035015,252.409745,"","ztf",0.07802599668502808,0.08902200311422348,4.257999897003174,0.08994069695472717,0.000007834250027372036,64.54180145263672,20.657699584960938,0.33672893047332764,30,824,17.687000274658203,26.247600555419922,0.0229979008436203,0.000004957400051353034,"0",1,252.4095916748047,50,824120250,197.71499633789062,1.5292999744415283,6.45782995223999,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv2721364905015",true,64.5417641,false,"",0.05810026451945305,100,0.014044048003831753,"",1,false,1,19.685287475585938,18.143572964583033,60475.36490740022,"ZTF18absrlhv",2740345246215015000,2721364905015,252.4099014,"","ztf",0.09760399907827377,0.0931439995765686,3.934999942779541,-0.08148320019245148,0.000019225799405830912,64.54180145263672,20.724599838256836,0.4151062071323395,30,824,18.444000244140625,26.339399337768555,0.03577350080013275,0.000012002499715890735,"0",1,252.40965270996094,50,824120150,203.60400390625,2.272599935531616,5.2096099853515625,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2750324006215",true,64.5418272,false,"",0.07718876004219055,100,0.018517179011551078,"",1,false,1,19.6611328125,18.111184713903775,60504.324004599825,"ZTF18absrlhv",2772308575015015000,2750324006215,252.4097394,"","ztf",0.07343699783086777,0.09504099935293198,4.1579999923706055,-0.03996780142188072,0.000013343599675863516,64.54180908203125,20.415700912475586,0.16786161065101624,30,825,18.409000396728516,25.98699951171875,0.02900709956884384,0.000008170400178642012,"0",1,252.40963745117188,62,825120162,75.81849670410156,1.9501999616622925,5.270549774169922,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2721329546215",true,64.5418489,false,"",0.06781670451164246,100,0.01084334453234516,"",2,false,1,19.46027183532715,17.469838273514938,60475.32954860013,"ZTF18absrlhv",2748303926215015000,2721329546215,252.4097141,"","ztf",0.07419099658727646,0.09196499735116959,3.872999906539917,0.09920959919691086,0.0000065043300310208,64.54183197021484,20.371000289916992,0.18271608650684357,30,825,17.659000396728516,26.144899368286133,0.020517800003290176,0.000004071800049132435,"0",1,252.40960693359375,62,825120262,184.0659942626953,2.1919000148773193,5.8002400398254395,0.3610000014305115,0.054999999701976776
"","ZTF18absrlhv2714365436215",true,64.5417641,false,"",0.04841279983520508,100,0.009545032827829555,"",2,false,1,19.183530807495117,17.420573874151614,60468.36543980008,"ZTF18absrlhv",2740345246215015000,2714365436215,252.4099014,"","ztf",0.07139000296592712,0.09994900226593018,3.872999906539917,0.10079299658536911,0.000007119730071281083,64.54183197021484,20.49220085144043,0.5280202031135559,30,825,17.659000396728516,26.067699432373047,0.021419499069452286,0.0000044569001147465315,"0",1,252.40960693359375,62,825120262,171.7480010986328,1.8543000221252441,5.710669994354248,0.3610000014305115,0.054999999701976776
"","ZTF18absrlhv2759243116215",true,64.5418614,false,"",0.18117958307266235,0.028927399386959044,0.042173631124682844,"",1,false,1,19.703981399536133,18.121310747512478,60513.24311339995,"ZTF18absrlhv",2786319135015015000,2759243116215,252.409495,"","ztf",0.07483699917793274,0.10083399713039398,4.1579999923706055,0.00210418994538486,0.00004709510176326148,64.54180908203125,19.59309959411621,0.2986398935317993,30,825,18.409000396728516,26.14699935913086,0.04383699968457222,0.000023592199795530178,"0",1,252.40963745117188,62,825120162,87.98870086669922,1.940600037574768,13.11929988861084,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2755284456215",true,64.5418318,false,"",0.10907445102930069,100,0.018558344041746402,"",2,false,1,19.379467010498047,17.456507474787937,60509.2844560002,"ZTF18absrlhv",2782279546215015000,2755284456215,252.409763,"","ztf",0.07339899986982346,0.10150100290775299,3.872999906539917,0.10018900036811829,0.00000978344996838132,64.54183197021484,19.787599563598633,0.2503396272659302,30,825,17.659000396728516,26.036500930786133,0.0250863004475832,0.0000061077998907421716,"0",1,252.40960693359375,62,825120262,166.26499938964844,2.144200086593628,9.467499732971191,0.3610000014305115,0.054999999701976776
"","ZTF18absrlhv2731347156215",true,64.5418685,false,"",0.08019120991230011,100,0.013792183455834625,"",2,false,1,19.36532211303711,17.45408776095421,60485.34715279983,"ZTF18absrlhv",2755385286215015000,2731347156215,252.4097907,"","ztf",0.07529900223016739,0.10237599909305573,3.872999906539917,0.09753510355949402,0.000008655880264996085,64.54183197021484,19.983600616455078,0.3184601664543152,30,825,17.659000396728516,26.10740089416504,0.023685600608587265,0.0000054237998483586125,"0",1,252.40960693359375,62,825120262,176.0679931640625,1.6359000205993652,9.61847972869873,0.3610000014305115,0.054999999701976776
"","ZTF18absrlhv2762264745015",true,64.5417925,false,"",0.07603274285793304,100,0.014130397246462712,"",2,false,1,19.290882110595703,17.46376639431615,60516.26474539982,"ZTF18absrlhv",2792263285015015000,2762264745015,252.409825,"","ztf",0.07918799668550491,0.10632999986410141,4.257999897003174,0.09771460294723511,0.000010257000212732237,64.54180145263672,19.927900314331055,0.3597913682460785,30,824,17.687000274658203,26.07550048828125,0.026059599593281746,0.000006421299985959195,"0",1,252.4095916748047,50,824120250,167.78500366210938,1.3756999969482422,11.594300270080566,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv2753275176215",true,64.5417893,false,"",0.07556795328855515,100,0.013773562499451865,"",2,false,1,19.28875732421875,17.440528884846145,60507.27517359983,"ZTF18absrlhv",2776224395015015000,2753275176215,252.4097272,"","ztf",0.07187899947166443,0.09934800118207932,3.872999906539917,0.10382500290870667,0.000007813329830241855,64.54183197021484,20.144800186157227,0.25246158242225647,30,825,17.659000396728516,26.093399047851562,0.022361300885677338,0.0000048880001486395486,"0",1,252.40960693359375,62,825120262,175.81100463867188,1.998900055885315,7.629749774932861,0.3610000014305115,0.054999999701976776
"","ZTF18absrlhv2753345316215",true,64.5417385,false,"",0.058446019887924194,100,0.01497553745706929,"",1,false,1,19.566030502319336,18.08759919288298,60507.34531249991,"ZTF18absrlhv",2776242736215015000,2753345316215,252.4096967,"","ztf",0.07651899755001068,0.09419699758291245,4.1579999923706055,-0.07964839786291122,0.000013034100447839592,64.54180908203125,20.49970054626465,0.2620973289012909,30,825,18.409000396728516,26.16069984436035,0.02900630049407482,0.000008130499736580532,"0",1,252.40963745117188,62,825120162,86.37319946289062,1.9713000059127808,5.641560077667236,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2751237925015",true,64.5418075,false,"",0.06078684702515602,100,0.010445241524041499,"",2,false,1,19.394521713256836,17.482293886203635,60505.23792820005,"ZTF18absrlhv",2774286736215015000,2751237925015,252.409811,"","ztf",0.08940400183200836,0.10335999727249146,4.257999897003174,0.09418000280857086,0.000010379400009696838,64.54180145263672,20.305299758911133,0.33746808767318726,30,824,17.687000274658203,26.182300567626953,0.026145199313759804,0.000006500099971162854,"0",1,252.4095916748047,50,824120250,188.56100463867188,1.3467999696731567,8.8785400390625,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv2760406785015",true,64.5418204,false,"",0.16963769495487213,0.03868298081882867,0.0485118918430304,"",1,false,1,19.437471389770508,18.07828601163692,60514.40678239986,"ZTF18absrlhv",2790186185015015000,2760406785015,252.4097421,"","ztf",0.07707899808883667,0.09702199697494507,3.934999942779541,-0.02572380006313324,0.00003787070090766065,64.54180145263672,19.331899642944336,0.15910710394382477,30,824,18.444000244140625,26.088199615478516,0.037143100053071976,0.000018024300516117364,"0",1,252.40965270996094,50,824120150,164.63900756835938,1.7877999544143677,17.267900466918945,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2761300336215",true,64.5418501,false,"",0.11245042830705643,100,0.02927606835312779,"",1,false,1,19.542692184448242,18.081571280774156,60515.30033560004,"ZTF18absrlhv",2790265346215015000,2761300336215,252.4097497,"","ztf",0.07177600264549255,0.09655199944972992,4.1579999923706055,-0.04929399862885475,0.000030103099561529234,64.54180908203125,19.75029945373535,0.22776994109153748,30,825,18.409000396728516,26.052799224853516,0.038494400680065155,0.00001630100086913444,"0",1,252.40963745117188,62,825120162,78.658203125,1.7741999626159668,11.124500274658203,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2784323535015",true,64.5418436,false,"",0.11752867698669434,0.02753197197007579,0.038870980832201224,"",1,false,1,19.20928955078125,18.007993680725576,60538.32353009982,"ZTF18absrlhv",2813179065015015000,2784323535015,252.4097715,"","ztf",0.0898820012807846,0.11266499757766724,3.934999942779541,-0.04129619896411896,0.000038717800634913146,64.54180145263672,19.40570068359375,0.2417692244052887,30,824,18.444000244140625,26.284400939941406,0.036871399730443954,0.000017986900274991058,"0",1,252.40965270996094,50,824120150,192.29600524902344,2.9221999645233154,12.67590045928955,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2790186185015",true,64.5418213,false,"",0.06688354909420013,100,0.021533592409101066,"",1,false,1,19.25265121459961,18.02214415973959,60544.186180599965,"ZTF18absrlhv",2790215726215015000,2790186185015,252.4097463,"","ztf",0.07031399756669998,0.0989449992775917,3.934999942779541,-0.04157070070505142,0.00001774600059434306,64.54180145263672,20.185100555419922,0.16636358201503754,30,824,18.444000244140625,26.35890007019043,0.03288239985704422,0.000010485599887033459,"0",1,252.40965270996094,50,824120150,206.83399963378906,1.5270999670028687,10.811200141906738,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2735343145015",true,64.5418847,false,"",0.07909633219242096,100,0.01215196560995533,"",2,false,1,19.539669036865234,17.50589450356982,60489.34314810019,"ZTF18absrlhv",2758219845015015000,2735343145015,252.4096572,"","ztf",0.07268500328063965,0.09384399652481079,4.257999897003174,0.08737730234861374,0.0000064301198108296376,64.54180145263672,20.193099975585938,0.31605586409568787,30,824,17.687000274658203,26.283000946044922,0.020695600658655167,0.000004060299943375867,"0",1,252.4095916748047,50,824120250,203.55099487304688,2.1284000873565674,8.187310218811035,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv2790215726215",true,64.5418398,false,"",0.07490983605384827,100,0.02367813270682989,"",1,false,1,19.246978759765625,17.99650026901834,60544.215729199816,"ZTF18absrlhv",2814199526215015000,2790215726215,252.4097038,"","ztf",0.07567200064659119,0.09186699986457825,4.1579999923706055,-0.04816320165991783,0.000020774799850187264,64.54180908203125,19.994400024414062,0.15179958939552307,30,825,18.409000396728516,26.22330093383789,0.034154199063777924,0.000011921800251002423,"0",1,252.40963745117188,62,825120162,93.41600036621094,1.8594000339508057,10.27929973602295,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv3095223155015",true,64.541856,false,"",0.07427337020635605,100,0.016387769735873973,"",1,false,1,19.81412696838379,18.1733437740927,60849.22315970017,"ZTF18absrlhv",3118281296215015000,3095223155015,252.4098384,"","ztf",0.08853700011968613,0.10446900129318237,3.934999942779541,-0.057565800845623016,0.00001657249958952889,64.54180145263672,20.5625,0.35200926661491394,30,824,18.444000244140625,26.296899795532227,0.03320809826254845,0.00001046190027409466,"0",1,252.40965270996094,50,824120150,197.1320037841797,2.2126998901367188,6.258749961853027,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv3091239285015",true,64.5417743,false,"",0.08121636509895325,100,0.017009007557349548,"",1,false,1,19.88626480102539,18.188853365288725,60845.23928239988,"ZTF18absrlhv",3105349315015015000,3091239285015,252.4098718,"","ztf",0.08972100168466568,0.09990700334310532,3.934999942779541,-0.07374180108308792,0.000020510999092948623,64.54180145263672,20.59149932861328,0.36024928092956543,30,824,18.444000244140625,26.30780029296875,0.03662319853901863,0.000012643599802686367,"0",1,252.40965270996094,50,824120150,198.072998046875,2.0223000049591064,6.239530086517334,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv3099253425015",true,64.5417743,false,"",0.06449220329523087,100,0.00941995737923577,"",2,false,1,19.604209899902344,17.515564208670394,60853.25342589989,"ZTF18absrlhv",3105349315015015000,3099253425015,252.4098718,"","ztf",0.07906600087881088,0.09906399995088577,4.257999897003174,0.10192999988794327,0.000009151640369964298,64.54180145263672,20.47010040283203,0.44164472818374634,30,824,17.687000274658203,26.234800338745117,0.024878300726413727,0.0000058182999964628834,"0",1,252.4095916748047,50,824120250,198.71400451660156,1.9092999696731567,7.137539863586426,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv3062344456215",true,64.5418122,false,"",0.05630628392100334,100,0.01539401137932384,"",1,false,1,19.47025489807129,18.062242241466485,60816.34445599979,"ZTF18absrlhv",3062346815015015000,3062344456215,252.4097378,"","ztf",0.07418499886989594,0.10183999687433243,4.1579999923706055,-0.07416129857301712,0.00001309060007770313,64.54180908203125,20.531299591064453,0.15036895871162415,30,825,18.409000396728516,26.22130012512207,0.02895589917898178,0.000008084800356300548,"0",1,252.40963745117188,62,825120162,91.47219848632812,2.1960999965667725,5.47976016998291,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv3021429136215",true,64.5417796,false,"",0.08803882449865341,100,0.016981633530227986,"",2,false,1,19.213071823120117,17.426334896191953,60775.42913189996,"ZTF18absrlhv",3049432456215015000,3021429136215,252.4096212,"","ztf",0.07277899980545044,0.1037139967083931,3.872999906539917,0.09705380350351334,0.000008507019629178103,64.54183197021484,19.848100662231445,0.1978907287120819,30,825,17.659000396728516,26.10409927368164,0.023373199626803398,0.00000533459979124018,"0",1,252.40960693359375,62,825120262,177.56199645996094,1.8967000246047974,10.040599822998047,0.3610000014305115,0.054999999701976776
"","ZTF18absrlhv3034456236215",true,64.5418702,false,"",0.04473188519477844,100,0.013788421326648186,"",1,false,1,19.286636352539062,18.008879712235903,60788.45623840019,"ZTF18absrlhv",3062389546215015000,3034456236215,252.4098753,"","ztf",0.07042299956083298,0.09924899786710739,4.1579999923706055,-0.0528779998421669,0.000010590700185275637,64.54180908203125,20.692399978637695,0.4270789325237274,30,825,18.409000396728516,26.208200454711914,0.0263179000467062,0.000006603499969060067,"0",1,252.40963745117188,62,825120162,93.64520263671875,1.8526999950408936,4.544340133666992,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv3035369685015",true,64.5418122,false,"",0.051572445780038834,100,0.014620468528527726,"",1,false,1,19.45069122314453,18.082050128965072,60789.369687499944,"ZTF18absrlhv",3062346815015015000,3035369685015,252.4097378,"","ztf",0.12914299964904785,0.10512399673461914,3.934999942779541,-0.082538902759552,0.00002770430000964552,64.54180145263672,20.68779945373535,0.14301055669784546,30,824,18.444000244140625,26.26930046081543,0.04295159876346588,0.000017411799490218982,"0",1,252.40965270996094,50,824120150,195.2239990234375,2.5566000938415527,4.678969860076904,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv3033387885015",true,64.5418122,false,"",0.0467505007982254,100,0.013480446264373589,"",1,false,1,19.42487335205078,18.074668357324704,60787.387881900184,"ZTF18absrlhv",3062346815015015000,3033387885015,252.4097378,"","ztf",0.10056599974632263,0.1039540022611618,3.934999942779541,-0.0797336995601654,0.000021978799850330688,64.54180145263672,20.804500579833984,0.14301055669784546,30,824,18.444000244140625,26.32710075378418,0.03854550048708916,0.000013884299733035732,"0",1,252.40965270996094,50,824120150,203.43600463867188,2.1105000972747803,5.16963005065918,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv3042442636215",true,64.5417931,false,"",0.04168348014354706,100,0.008537885790502771,"",2,false,1,19.131689071655273,17.410154996895294,60796.44263890013,"ZTF18absrlhv",3068428736215015000,3042442636215,252.4097404,"","ztf",0.06986299902200699,0.09944400191307068,3.872999906539917,0.10215599834918976,0.000006491330168501008,64.54183197021484,20.681400299072266,0.2605908513069153,30,825,17.659000396728516,26.107900619506836,0.020537100732326508,0.000004077000085089821,"0",1,252.40960693359375,62,825120262,180.59300231933594,1.8686000108718872,4.818379878997803,0.3610000014305115,0.054999999701976776
"","ZTF18absrlhv3051286065015",true,64.5418056,false,"",0.09486951678991318,0.005976848369904043,0.029061612932733384,"",1,false,1,19.331396102905273,18.046878666977975,60805.286064799875,"ZTF18absrlhv",3051301406215015000,3051286065015,252.4096153,"","ztf",0.073853999376297,0.10839000344276428,3.934999942779541,-0.033423200249671936,0.000027137099095853046,64.54180145263672,19.76650047302246,0.052430130541324615,30,824,18.444000244140625,26.320199966430664,0.036405500024557114,0.000014308199752122164,"0",1,252.40965270996094,50,824120150,203.70399475097656,1.98989999294281,13.713299751281738,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv3053444026215",true,64.541799,false,"",0.12255574762821198,0.029332708609998336,0.03986072331200991,"",1,false,1,19.201335906982422,17.981864635724712,60807.44402780011,"ZTF18absrlhv",3080413295015015000,3053444026215,252.4097646,"","ztf",0.08908499777317047,0.11419100314378738,4.1579999923706055,-0.048312798142433167,0.000044235799578018486,64.54180908203125,19.334699630737305,0.19312839210033417,30,825,18.409000396728516,26.207799911499023,0.03727469965815544,0.000020536099327728152,"0",1,252.40963745117188,62,825120162,90.89720153808594,2.884200096130371,12.713800430297852,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2971451055015",true,64.5417636,false,"",0.1301097720861435,0.014410550701061729,0.033641604737167895,"",1,false,1,19.5877685546875,18.119185524123385,60725.451053199824,"ZTF18absrlhv",3001324215015015000,2971451055015,252.4098323,"","ztf",0.09572400152683258,0.12021400034427643,3.934999942779541,-0.012831499800086021,0.000036162600736133754,64.54180145263672,19.779300689697266,0.3169919550418854,30,824,18.444000244140625,26.243799209594727,0.04138119891285896,0.000019109600543743,"0",1,252.40965270996094,50,824120150,188.25799560546875,3.003000020980835,9.3539400100708,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2952509275015",true,64.5418378,false,"",0.05049682781100273,100,0.00933557729267407,"",2,false,1,19.297868728637695,17.46506143413646,60706.50927079981,"ZTF18absrlhv",2977508935015015000,2952509275015,252.4097661,"","ztf",0.07642299681901932,0.09712900221347809,4.257999897003174,0.10013099759817123,0.000006932360065547982,64.54180145263672,20.425600051879883,0.29780396819114685,30,824,17.687000274658203,26.260700225830078,0.021604599431157112,0.000004385499778436497,"0",1,252.4095916748047,50,824120250,200.88499450683594,1.8539999723434448,6.929920196533203,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv2979389625015",true,64.5418385,false,"",0.15862606465816498,100,0.020541180052829903,"",2,false,1,19.755802154541016,17.536429253055054,60733.389629600104,"ZTF18absrlhv",3006423256215015000,2979389625015,252.4096555,"","ztf",0.14093700051307678,0.14963999390602112,4.257999897003174,0.10792899876832962,0.000023651500669075176,64.54180145263672,19.627099990844727,0.1648312211036682,30,824,17.687000274658203,26.23200035095215,0.03983680158853531,0.000014984800145612098,"0",1,252.4095916748047,50,824120250,195.33799743652344,3.628200054168701,8.616829872131348,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv2996387436215",true,64.5418561,false,"",0.14524412155151367,0.03584676707404835,0.04521006710667471,"",1,false,1,19.271282196044922,18.004123664553404,60750.38743059989,"ZTF18absrlhv",3021465795015015000,2996387436215,252.4096784,"","ztf",0.07503499835729599,0.10801299661397934,4.1579999923706055,-0.04330870136618614,0.00005165820039110258,64.54180908203125,19.361400604248047,0.18482284247875214,30,825,18.409000396728516,25.955699920654297,0.04122040048241615,0.000024071699954220094,"0",1,252.40963745117188,62,825120162,72.27100372314453,1.9609999656677246,13.678799629211426,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2979407786215",true,64.5418385,false,"",0.11448655277490616,0.0035230347190722475,0.029797994936333807,"",1,false,1,19.543094635009766,18.0816760429816,60733.40778939985,"ZTF18absrlhv",3006423256215015000,2979407786215,252.4096555,"","ztf",0.13140900433063507,0.1492689996957779,4.1579999923706055,-0.04533189907670021,0.00004158039882895537,64.54180908203125,19.76609992980957,0.11444929242134094,30,825,18.409000396728516,26.165000915527344,0.041485000401735306,0.000020921099348925054,"0",1,252.40963745117188,62,825120162,88.87200164794922,3.92330002784729,6.244510173797607,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2999490395015",true,64.5418561,false,"",0.2886277735233307,0.07209074471731088,0.07805032546335777,"",1,false,1,19.52159309387207,18.101684591732145,60753.490393499844,"ZTF18absrlhv",3021465795015015000,2999490395015,252.4096784,"","ztf",0.09503699839115143,0.128153994679451,3.934999942779541,-0.0407819002866745,0.00009798179962672293,64.54180145263672,18.812400817871094,0.19920220971107483,30,824,18.444000244140625,25.768699645996094,0.04232789948582649,0.00004061160143464804,"0",1,252.40965270996094,50,824120150,119.5270004272461,3.3029000759124756,12.806400299072266,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2989519496215",true,64.5418198,false,"",0.07552244514226913,100,0.021616850197625975,"",1,false,1,19.401103973388672,18.042894899789182,60743.519490700215,"ZTF18absrlhv",3019346755015015000,2989519496215,252.4096991,"","ztf",0.08447500318288803,0.11906500160694122,4.1579999923706055,-0.04082009941339493,0.000021329200535546988,64.54180908203125,20.195899963378906,0.1001257449388504,30,825,18.409000396728516,26.196500778198242,0.03459100052714348,0.000012206300198158715,"0",1,252.40963745117188,62,825120162,93.11170196533203,3.06469988822937,5.635550022125244,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2973430326215",true,64.5418362,false,"",0.10364793986082077,100,0.02694785245628829,"",1,false,1,19.544679641723633,18.082088358012243,60727.43032409996,"ZTF18absrlhv",3001492125015015000,2973430326215,252.4096539,"","ztf",0.09000899642705917,0.12339600175619125,4.1579999923706055,-0.038892198354005814,0.000033071199140977114,64.54180908203125,19.912099838256836,0.10585129261016846,30,825,18.409000396728516,26.128999710083008,0.039555199444293976,0.00001749479997670278,"0",1,252.40963745117188,62,825120162,85.68840026855469,3.4019999504089355,6.2363600730896,0.09000000357627869,0.03999999910593033
