aid,candid,corrected,dec,dubious,e_dec,e_mag,e_mag_corr,e_mag_corr_ext,e_ra,fid,has_stamp,isdiffpos,mag,mag_corr,mjd,oid,parent_candid,pid,ra,sid,tid,adpctdif1,adpctdif2,chinr,clrcoeff,clrcounc,decnr,diffmaglim,distnr,exptime,field,magnr,magzpsci,magzpscirms,magzpsciunc,procstatus,programid,ranr,rcid,rfid,scibckgnd,sciinpseeing,scisigpix,sharpnr,sigmagnr
"","ZTF18absrlhv2674431416215",true,64.5418286,false,"",0.06931120902299881,100,0.02363489437820098,"",1,false,1,19.124343872070312,17.956219350428686,60428.43141200021,"ZTF18absrlhv",2691328786215015000,2674431416215,252.4097437,"","ztf",0.07231499999761581,0.09791599959135056,4.1579999923706055,-0.03649590164422989,0.000023970600523171015,64.54180908203125,20.01449966430664,0.17603863775730133,30,825,18.409000396728516,26.221799850463867,0.036930400878190994,0.000013812699762638658,"0",1,252.40963745117188,62,825120162,94.4583969116211,2.4012999534606934,8.529580116271973,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2685410676215",true,64.5417816,false,"",0.04480336979031563,100,0.010808242516800664,"",2,false,1,18.903154373168945,17.359265375962828,60439.41067129979,"ZTF18absrlhv",2705365816215015000,2685410676215,252.4098024,"","ztf",0.07343599945306778,0.10528399795293808,3.872999906539917,0.09881850332021713,0.000007380810075119371,64.54183197021484,20.376800537109375,0.3637202978134155,30,825,17.659000396728516,26.066600799560547,0.02183230035007,0.000004612600150721846,"0",1,252.40960693359375,62,825120262,171.80599975585938,2.0768001079559326,5.536520004272461,0.3610000014305115,0.054999999701976776
"","ZTF18absrlhv2754280255015",true,64.5418444,false,"",0.095535047352314,100,0.014601939651138053,"",2,false,1,19.546289443969727,17.50690900896135,60508.280254600104,"ZTF18absrlhv",2776260985015015000,2754280255015,252.409861,"","ztf",0.0710889995098114,0.09539499878883362,4.257999897003174,0.09239300340414047,0.000008631080163468141,64.54180145263672,19.94219970703125,0.442216157913208,30,824,17.687000274658203,26.20509910583496,0.02404860034584999,0.0000054542001635127235,"0",1,252.4095916748047,50,824120250,189.33900451660156,1.8739999532699585,10.810099601745605,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv2687369836215",true,64.5418127,false,"",0.04226139560341835,100,0.014924228153745073,"",1,false,1,19.06615447998047,17.936024592406042,60441.36983799981,"ZTF18absrlhv",2711193506215015000,2687369836215,252.4096056,"","ztf",0.06804899871349335,0.09787099808454514,4.1579999923706055,-0.04461970180273056,0.000011784500202338677,64.54180908203125,20.52079963684082,0.05856518819928169,30,825,18.409000396728516,26.176000595092773,0.027513500303030014,0.0000072585999078000896,"0",1,252.40963745117188,62,825120162,91.40059661865234,2.0381999015808105,5.297790050506592,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2686299125015",true,64.5417777,false,"",0.04710432514548302,100,0.01613973582217827,"",1,false,1,19.15142250061035,17.988511589909,60440.2991204001,"ZTF18absrlhv",2707406995015015000,2686299125015,252.4097642,"","ztf",0.0913420021533966,0.09868399798870087,3.934999942779541,-0.05388659983873367,0.00002215509994130116,64.54180145263672,20.526199340820312,0.20002485811710358,30,824,18.444000244140625,26.29509925842285,0.03750000149011612,0.000013408000086201355,"0",1,252.40965270996094,50,824120150,197.49899291992188,2.492500066757202,6.1109299659729,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2686394835015",true,64.5417952,false,"",0.04081151261925697,100,0.008567343491521148,"",2,false,1,19.126012802124023,17.43117152188998,60440.39483800018,"ZTF18absrlhv",2709368095015015000,2686394835015,252.4097177,"","ztf",0.07315900176763535,0.09482800215482712,4.257999897003174,0.09156519919633865,0.000008085649824352004,64.54180145263672,20.516300201416016,0.19359992444515228,30,824,17.687000274658203,26.25079917907715,0.02329150028526783,0.000005114799932925962,"0",1,252.4095916748047,50,824120250,200.52000427246094,1.7661000490188599,7.028240203857422,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv2685410676115",true,64.5417909,false,"",100,100,100,"",2,false,-1,100,100,60439.41067129979,"ZTF18absrlhv",2705366755015015000,2685410676115,252.4097204,"","ztf",0.07082600146532059,0.0980990007519722,-99999,0.09580250084400177,0.000010984699656546582,-99999,20.314800262451172,-99999,30,825,-99999,25.955699920654297,0.02315419912338257,0.0000068816998464171775,"61",1,-99999,61,825120261,153.2689971923828,2.1282999515533447,5.130189895629883,-99999,-99999
"","ZTF18absrlhv2679454986015",true,64.5418246,false,"",100,100,100,"",2,false,-1,100,100,60433.454988399986,"ZTF18absrlhv",2688429255015015000,2679454986015,252.4097192,"","ztf",0.06429799646139145,0.09002300351858139,-99999,0.1023230031132698,0.00001022769993141992,-99999,20.71940040588379,-99999,30,825,-99999,26.07539939880371,0.02478259988129139,0.000006139299784990726,"61",1,-99999,60,825120260,174.1320037841797,1.638100028038025,5.054659843444824,-99999,-99999
"","ZTF18absrlhv2680431664815",true,64.5417919,false,"",100,100,100,"",1,false,-1,100,100,60434.43166670017,"ZTF18absrlhv",2689353776215015000,2680431664815,252.4096687,"","ztf",0.10442200303077698,0.09233000129461288,-99999,-0.09356489777565002,0.00002719549956964329,-99999,20.71430015563965,-99999,30,824,-99999,26.10099983215332,0.039656899869441986,0.00001601310032128822,"61",1,-99999,48,824120148,166.51100158691406,1.5468000173568726,4.386149883270264,-99999,-99999
"","ZTF18absrlhv2688359735115",true,64.5417816,false,"",100,100,100,"",1,false,-1,100,100,60442.35973379994,"ZTF18absrlhv",2705365816215015000,2688359735115,252.4098024,"","ztf",0.08296699821949005,0.09944000095129013,-99999,-0.05318000167608261,0.000018731599993770942,-99999,20.572200775146484,-99999,30,824,-99999,26.215700149536133,0.034786298871040344,0.000010638499588822015,"61",1,-99999,51,824120151,165.3300018310547,2.206199884414673,5.517059803009033,-99999,-99999
"","ZTF18absrlhv2701238556015",true,64.5417909,false,"",100,100,100,"",1,false,-1,100,100,60455.23855319992,"ZTF18absrlhv",2705366755015015000,2701238556015,252.4097204,"","ztf",0.07816100120544434,0.10229700058698654,-99999,-0.04410360008478165,0.000047216399252647534,-99999,19.529600143432617,-99999,30,825,-99999,26.174800872802734,0.04042220115661621,0.000021167699742363766,"61",1,-99999,60,825120160,112.11599731445312,2.611999988555908,11.080400466918945,-99999,-99999
"","ZTF18absrlhv2688359735015",true,64.541821,false,"",0.045523207634687424,100,0.015878674450370146,"",1,false,1,19.121826171875,17.978279644978848,60442.35973379994,"ZTF18absrlhv",2712450135015015000,2688359735015,252.4096281,"","ztf",0.0914120003581047,0.09758999943733215,3.934999942779541,-0.05777139961719513,0.000019607599824666977,64.54180145263672,20.58639907836914,0.07422330230474472,30,824,18.444000244140625,26.304899215698242,0.035596899688243866,0.000012094299563614186,"0",1,252.40965270996094,50,824120150,200.52000427246094,2.4375,5.8944501876831055,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2687431096015",true,64.5417969,false,"",100,100,100,"",2,false,-1,100,100,60441.43109950004,"ZTF18absrlhv",2705325995015015000,2687431096015,252.4097096,"","ztf",0.06696300208568573,0.09569200128316879,-99999,0.10221000015735626,0.0000102143003459787,-99999,20.15060043334961,-99999,30,825,-99999,26.1033992767334,0.02473290078341961,0.000006137299806141527,"61",1,-99999,60,825120260,178.66700744628906,1.8863999843597412,7.934450149536133,-99999,-99999
"","ZTF18absrlhv2685345316115",true,64.5417969,false,"",100,100,100,"",1,false,-1,100,100,60439.34531249991,"ZTF18absrlhv",2705325995015015000,2685345316115,252.4097096,"","ztf",0.07412099838256836,0.09433499723672867,-99999,-0.076767697930336,0.000028108199330745265,-99999,20.45639991760254,-99999,30,825,-99999,26.033899307250977,0.03633769974112511,0.000017096399460569955,"61",1,-99999,61,825120161,116.11699676513672,2.3440001010894775,4.534019947052002,-99999,-99999
"","ZTF18absrlhv2701238556215",true,64.5417825,false,"",0.10614008456468582,0.017731897302547477,0.03282883764795863,"",1,false,1,19.281288146972656,18.007228339161067,60455.23855319992,"ZTF18absrlhv",2729283856215015000,2701238556215,252.4095237,"","ztf",0.07386299967765808,0.10114599764347076,4.1579999923706055,-0.051325198262929916,0.000028543199732666835,64.54180908203125,19.62190055847168,0.2027030736207962,30,825,18.409000396728516,26.201499938964844,0.035150300711393356,0.00001455750043533044,"0",1,252.40963745117188,62,825120162,90.66169738769531,2.5125999450683594,10.777299880981445,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2690403115115",true,64.5417816,false,"",100,100,100,"",2,false,-1,100,100,60444.4031134001,"ZTF18absrlhv",2705365816215015000,2690403115115,252.4098024,"","ztf",0.0808819979429245,0.09335300326347351,-99999,0.10098200291395187,0.000009432489605387673,-99999,20.578699111938477,-99999,30,824,-99999,26.16119956970215,0.025195499882102013,0.00000546709998161532,"61",1,-99999,51,824120251,197.60699462890625,1.708400011062622,5.7298102378845215,-99999,-99999
"","ZTF18absrlhv2698393555015",true,64.5417713,false,"",0.09534277766942978,100,0.020065268099331002,"",2,false,1,19.12255096435547,17.430443880801523,60452.39355320018,"ZTF18absrlhv",2728338335015015000,2698393555015,252.4097163,"","ztf",0.07156000286340714,0.09763599932193756,4.257999897003174,0.10251100361347198,0.000011363499652361497,64.54180145263672,19.553600311279297,0.21870987117290497,30,824,17.687000274658203,26.184499740600586,0.027745399624109268,0.000007203199857030995,"0",1,252.4095916748047,50,824120250,185.28399658203125,1.992400050163269,13.766200065612793,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv2690403115015",true,64.5418152,false,"",0.03739670664072037,100,0.008215737065504576,"",2,false,1,19.063133239746094,17.41766617531111,60444.4031134001,"ZTF18absrlhv",2714364945015015000,2690403115015,252.4098433,"","ztf",0.0790409967303276,0.09719300270080566,4.257999897003174,0.09651879966259003,0.000009060219781531487,64.54180145263672,20.662500381469727,0.3899363875389099,30,824,17.687000274658203,26.263500213623047,0.02480039931833744,0.00000573799979974865,"0",1,252.4095916748047,50,824120250,203.18899536132812,1.6481000185012817,6.386020183563232,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv2703283556215",true,64.5418171,false,"",0.06207100674510002,100,0.018779008147142884,"",1,false,1,19.315837860107422,18.017797512571278,60457.28355319984,"ZTF18absrlhv",2731347156215015000,2703283556215,252.4097911,"","ztf",0.0673149973154068,0.08936300128698349,4.1579999923706055,-0.06548230350017548,0.000014122600077826064,64.54180908203125,20.284000396728516,0.23448003828525543,30,825,18.409000396728516,26.229000091552734,0.029536500573158264,0.000008596100087743253,"0",1,252.40963745117188,62,825120162,94.02670288085938,1.9404000043869019,7.198430061340332,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2695431896215",true,64.5418638,false,"",0.046833112835884094,100,0.016182691067181513,"",1,false,1,19.10246467590332,17.94870897236332,60449.431898099836,"ZTF18absrlhv",2723386116215015000,2695431896215,252.4096326,"","ztf",0.07608500123023987,0.1022220030426979,4.1579999923706055,-0.03713950142264366,0.000015279199942597188,64.54180908203125,20.3843994140625,0.2038450688123703,30,825,18.409000396728516,26.20400047302246,0.031137999147176743,0.000009363800018036272,"0",1,252.40963745117188,62,825120162,93.22599792480469,2.6872000694274902,5.182240009307861,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2686299123315",true,64.5418423,false,"",100,100,100,"",1,false,-1,100,100,60440.2991204001,"ZTF18absrlhv",2703362836215015000,2686299123315,252.4097624,"","ztf",0.07619400322437286,0.09353099763393402,-99999,-0.060100700706243515,0.00001486549990659114,-99999,20.541799545288086,-99999,30,824,-99999,26.240100860595703,0.030649900436401367,0.00000881790037965402,"61",1,-99999,33,824120133,196.36599731445312,2.9460999965667725,5.397290229797363,-99999,-99999
"","ZTF18absrlhv2692384713315",true,64.5417816,false,"",100,100,100,"",1,false,-1,100,100,60446.384710600134,"ZTF18absrlhv",2705365816215015000,2692384713315,252.4098024,"","ztf",0.0893540009856224,0.09180700033903122,-99999,-0.07292889803647995,0.00001704279929981567,-99999,20.724700927734375,-99999,30,824,-99999,26.236799240112305,0.03302190080285072,0.000010177600415772758,"61",1,-99999,33,824120133,195.86399841308594,2.79229998588562,4.255360126495361,-99999,-99999
"","ZTF18absrlhv2692384715015",true,64.5418083,false,"",0.044330526143312454,100,0.014857702375959294,"",1,false,1,19.18767547607422,18.00079739771135,60446.384710600134,"ZTF18absrlhv",2718360035015015000,2692384715015,252.4098063,"","ztf",0.12407699972391129,0.10539600253105164,3.934999942779541,-0.0744348019361496,0.00002692159978323616,64.54180145263672,20.6427001953125,0.24545228481292725,30,824,18.444000244140625,26.302499771118164,0.042126599699258804,0.000016772399249020964,"0",1,252.40965270996094,50,824120150,199.59100341796875,2.817199945449829,4.784200191497803,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2683416364815",true,64.5418028,false,"",100,100,100,"",2,false,-1,100,100,60437.41636569984,"ZTF18absrlhv",2695314356215015000,2683416364815,252.4096733,"","ztf",0.07225500047206879,0.09334400296211243,-99999,0.08941839635372162,0.00001221329966938356,-99999,20.335800170898438,-99999,30,824,-99999,26.037099838256836,0.026760399341583252,0.00000730520014258218,"61",1,-99999,48,824120248,177.01400756835938,1.7721999883651733,5.95766019821167,-99999,-99999
"","ZTF18absrlhv2683416363315",true,64.5418542,false,"",100,100,100,"",2,false,-1,100,100,60437.41636569984,"ZTF18absrlhv",2695431896215015000,2683416363315,252.4096264,"","ztf",0.06684999912977219,0.08887600153684616,-99999,0.10866600275039673,0.000008611839803052135,-99999,20.593700408935547,-99999,30,824,-99999,26.27280044555664,0.02371310070157051,0.000005217600119067356,"61",1,-99999,33,824120233,204.89300537109375,1.6749000549316406,6.338429927825928,-99999,-99999
"","ZTF18absrlhv2696320645015",true,64.5417607,false,"",0.10307493805885315,0.0231694411326542,0.03548987539079449,"",1,false,1,19.14336585998535,17.98574433998229,60450.32064810023,"ZTF18absrlhv",2723281645015015000,2696320645015,252.4096611,"","ztf",0.07675199955701828,0.10461799800395966,3.934999942779541,-0.035978201776742935,0.000038072099414421245,64.54180145263672,19.57830047607422,0.1510642170906067,30,824,18.444000244140625,26.30419921875,0.03919349983334541,0.000018670700228540227,"0",1,252.40965270996094,50,824120150,197.48399353027344,3.010200023651123,11.758600234985352,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2694354135015",true,64.5417607,false,"",0.06591016054153442,100,0.02169642578599403,"",1,false,1,19.216922760009766,18.01051232424112,60448.354131899774,"ZTF18absrlhv",2723281645015015000,2694354135015,252.4096611,"","ztf",0.0691550001502037,0.0938350036740303,3.934999942779541,-0.021126599982380867,0.00002187810059695039,64.54180145263672,20.053199768066406,0.1510642170906067,30,824,18.444000244140625,26.21969985961914,0.03636140003800392,0.000013014299838687293,"0",1,252.40965270996094,50,824120150,185.60000610351562,2.037899971008301,9.782400131225586,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2726481746215",true,64.5418394,false,"",0.10410568118095398,100,0.01727614292857482,"",2,false,1,19.412052154541016,17.461983050089206,60480.4817476999,"ZTF18absrlhv",2750324006215015000,2726481746215,252.4096993,"","ztf",0.07643300294876099,0.09623699635267258,3.872999906539917,0.10598599910736084,0.000009692909770819824,64.54183197021484,19.792200088500977,0.1529388427734375,30,825,17.659000396728516,26.04010009765625,0.02504980005323887,0.000006054599907656666,"0",1,252.40960693359375,62,825120262,167.4510040283203,1.79830002784729,10.498299598693848,0.3610000014305115,0.054999999701976776
"","ZTF18absrlhv2705325995115",true,64.5417816,false,"",100,100,100,"",1,false,-1,100,100,60459.32599540008,"ZTF18absrlhv",2705365816215015000,2705325995115,252.4098024,"","ztf",0.08480100333690643,0.0904420018196106,-99999,-0.06962410360574722,0.0000152671000250848,-99999,20.828899383544922,-99999,30,824,-99999,26.247100830078125,0.031863998621702194,0.000008873999831848778,"61",1,-99999,51,824120151,167.93800354003906,1.7655999660491943,4.920070171356201,-99999,-99999
"","ZTF18absrlhv2705365816215",true,64.5417909,false,"",0.052756089717149734,100,0.010017248220996592,"",2,false,1,19.23418617248535,17.430375765731593,60459.365810200106,"ZTF18absrlhv",2705366755015015000,2705365816215,252.4097204,"","ztf",0.06609100103378296,0.0903870016336441,3.872999906539917,0.09759510308504105,0.000005854039955011103,64.54183197021484,20.4768009185791,0.24068830907344818,30,825,17.659000396728516,26.119699478149414,0.01949390023946762,0.0000036643000385083724,"0",1,252.40960693359375,62,825120262,181.51800537109375,1.7653000354766846,6.205019950866699,0.3610000014305115,0.054999999701976776
"","ZTF18absrlhv2730264425015",true,64.541812,false,"",0.1361491084098816,0.018665428478951848,0.035576294775830276,"",1,false,1,19.57229995727539,18.11516474041106,60484.26442130003,"ZTF18absrlhv",2754280255015015000,2730264425015,252.4098016,"","ztf",0.07520099729299545,0.10931800305843353,3.934999942779541,-0.01858700066804886,0.000028899399694637395,64.54180145263672,19.641700744628906,0.23978324234485626,30,824,18.444000244140625,26.337600708007812,0.03749160096049309,0.00001554590016894508,"0",1,252.40965270996094,50,824120150,204.44700622558594,2.4274001121520996,13.509699821472168,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2686394835115",true,64.5417918,false,"",100,100,100,"",2,false,-1,100,100,60440.39483800018,"ZTF18absrlhv",2705325036215015000,2686394835115,252.4096698,"","ztf",0.07283499836921692,0.0890749990940094,-99999,0.09973440319299698,0.000007455109880538657,-99999,20.51300048828125,-99999,30,824,-99999,26.145299911499023,0.02243500016629696,0.0000043513000491657294,"61",1,-99999,51,824120251,198.4250030517578,1.8278000354766846,6.261970043182373,-99999,-99999
"","ZTF18absrlhv2687369836015",true,64.5417969,false,"",100,100,100,"",1,false,-1,100,100,60441.36983799981,"ZTF18absrlhv",2705325995015015000,2687369836015,252.4097096,"","ztf",0.06325499713420868,0.0921109989285469,-99999,-0.05359100177884102,0.000011954600267927162,-99999,20.554399490356445,-99999,30,825,-99999,26.159299850463867,0.02662009932100773,0.000007048599854897475,"61",1,-99999,60,825120160,112.13300323486328,1.8564000129699707,5.495930194854736,-99999,-99999
"","ZTF18absrlhv2705325036215",true,64.5417969,false,"",0.043340492993593216,100,0.012872109733136726,"",1,false,1,19.344499588012695,18.026389303879903,60459.32503469987,"ZTF18absrlhv",2705325995015015000,2705325036215,252.4097096,"","ztf",0.06514900177717209,0.0859680026769638,4.1579999923706055,-0.06324610114097595,0.000010527800441195723,64.54180908203125,20.744199752807617,0.11212752759456635,30,825,18.409000396728516,26.22450065612793,0.026058899238705635,0.000006587999905605102,"0",1,252.40963745117188,62,825120162,92.42420196533203,1.766800045967102,4.73459005355835,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2696393655015",true,64.5418545,false,"",0.07956090569496155,100,0.014873887525540808,"",2,false,1,19.282981872558594,17.462293809406045,60450.39365739981,"ZTF18absrlhv",2726341935015015000,2696393655015,252.4094766,"","ztf",0.07203000038862228,0.09685800224542618,4.257999897003174,0.10295700281858444,0.00000805687977845082,64.54180145263672,19.896400451660156,0.26334068179130554,30,824,17.687000274658203,26.253400802612305,0.023339299485087395,0.000005114699888508767,"0",1,252.4095916748047,50,824120250,199.5760040283203,2.2560999393463135,9.606510162353516,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv2698301235015",true,64.5418093,false,"",0.13482192158699036,0.03205384465950454,0.042592357114881,"",1,false,1,19.282846450805664,18.031774356791807,60452.30123839993,"ZTF18absrlhv",2728228155015015000,2698301235015,252.4095911,"","ztf",0.07961100339889526,0.10782500356435776,3.934999942779541,-0.026804300025105476,0.00004394639836391434,64.54180145263672,19.410999298095703,0.09203249216079712,30,824,18.444000244140625,26.2185001373291,0.03744199872016907,0.000020683499315055087,"0",1,252.40965270996094,50,824120150,186.1929931640625,2.3965001106262207,15.169899940490723,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2695314356215",true,64.5418638,false,"",0.05462196096777916,100,0.01245261446975348,"",2,false,1,18.983341217041016,17.378074354727584,60449.314351900015,"ZTF18absrlhv",2723386116215015000,2695314356215,252.4096326,"","ztf",0.06735000014305115,0.09286899864673615,3.872999906539917,0.09753859788179398,0.000006798240065108985,64.54183197021484,20.11210060119629,0.11803551763296127,30,825,17.659000396728516,26.12700080871582,0.021009400486946106,0.000004254300165484892,"0",1,252.40960693359375,62,825120262,181.2480010986328,1.8980000019073486,7.89946985244751,0.3610000014305115,0.054999999701976776
"","ZTF18absrlhv2758219845015",true,64.5418614,false,"",0.13435669243335724,0.027622870194440357,0.03991896745314859,"",1,false,1,19.378915786743164,18.0612157751022,60512.219849499874,"ZTF18absrlhv",2786319135015015000,2758219845015,252.409495,"","ztf",0.07467400282621384,0.0994729995727539,3.934999942779541,-0.024887200444936752,0.000035240798752056435,64.54180145263672,19.517200469970703,0.3186584711074829,30,824,18.444000244140625,26.277599334716797,0.03741909936070442,0.000017282200133195147,"0",1,252.40965270996094,50,824120150,193.3179931640625,2.0536000728607178,17.22640037536621,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2693424946215",true,64.5417607,false,"",0.037708114832639694,100,0.0127258630477147,"",1,false,1,19.141361236572266,17.961992297062853,60447.424942099955,"ZTF18absrlhv",2723281645015015000,2693424946215,252.4096611,"","ztf",0.06579799950122833,0.09318999946117401,4.1579999923706055,-0.051180001348257065,0.000009542999578115996,64.54180908203125,20.832700729370117,0.1705351024866104,30,825,18.409000396728516,26.18239974975586,0.024772999808192253,0.000005907600097998511,"0",1,252.40963745117188,62,825120162,90.26519775390625,1.9657000303268433,4.026969909667969,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2689353776215",true,64.5418152,false,"",0.0471593476831913,100,0.010363176170684997,"",2,false,1,19.034774780273438,17.38958750992742,60443.353773099836,"ZTF18absrlhv",2714364945015015000,2689353776215,252.4098433,"","ztf",0.06750299781560898,0.10018700361251831,3.872999906539917,0.09973520040512085,0.0000073595301728346385,64.54183197021484,20.44420051574707,0.38049009442329407,30,825,17.659000396728516,26.097200393676758,0.021886000409722328,0.0000046222999117162544,"0",1,252.40960693359375,62,825120262,178.56700134277344,1.902400016784668,5.787630081176758,0.3610000014305115,0.054999999701976776
"","ZTF18absrlhv2705366755015",true,64.5417729,false,"",0.049081332981586456,100,0.008990225024710719,"",2,false,1,19.31019401550293,17.46732954843643,60459.36675930023,"ZTF18absrlhv",2735343145015015000,2705366755015,252.4098236,"","ztf",0.07122399657964706,0.09014099836349487,4.257999897003174,0.09655430167913437,0.000006613210189243546,64.54180145263672,20.530099868774414,0.37060922384262085,30,824,17.687000274658203,26.257400512695312,0.021053999662399292,0.000004184500085102627,"0",1,252.4095916748047,50,824120250,199.9080047607422,1.6031999588012695,7.204939842224121,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv2709368095015",true,64.5419057,false,"",0.04988376796245575,100,0.008838524144863552,"",2,false,1,19.35420799255371,17.475259248164484,60463.36809029989,"ZTF18absrlhv",2709370466215015000,2709368095015,252.4097721,"","ztf",0.08758799731731415,0.09479500353336334,4.257999897003174,0.08854209631681442,0.000009489020158071071,64.54180145263672,20.625600814819336,0.4666106104850769,30,824,17.687000274658203,26.22760009765625,0.02531149983406067,0.000006012499852658948,"0",1,252.4095916748047,50,824120250,196.29800415039062,2.01419997215271,6.119800090789795,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv2711196045015",true,64.5417998,false,"",0.09822029620409012,100,0.02679282071636729,"",1,false,1,19.508617401123047,18.09816039741882,60465.196041699965,"ZTF18absrlhv",2711197736215015000,2711196045015,252.4097269,"","ztf",0.07327000051736832,0.098362997174263,3.934999942779541,-0.011175000108778477,0.000019436800357652828,64.54180145263672,20.086200714111328,0.12196358293294907,60,824,18.444000244140625,26.553199768066406,0.03318899869918823,0.000011111999810964335,"0",1,252.40965270996094,50,824120150,250.61500549316406,2.4765000343322754,10.922699928283691,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2709306826215",true,64.5417943,false,"",0.05253707990050316,100,0.014767047177513449,"",1,false,1,19.428634643554688,18.05070397369883,60463.306828700006,"ZTF18absrlhv",2734408336215015000,2709306826215,252.4098147,"","ztf",0.0769060030579567,0.10136400163173676,4.1579999923706055,-0.05009450018405914,0.000014719699720444623,64.54180908203125,20.562999725341797,0.27238184213638306,30,825,18.409000396728516,26.19540023803711,0.030727099627256393,0.00000907340017874958,"0",1,252.40963745117188,62,825120162,90.39189910888672,2.797300100326538,4.429840087890625,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2707407956215",true,64.5417943,false,"",0.058055248111486435,100,0.010159840524059688,"",2,false,1,19.342517852783203,17.450131366689515,60461.40795140015,"ZTF18absrlhv",2734408336215015000,2707407956215,252.4098147,"","ztf",0.07089299708604813,0.09536200016736984,3.872999906539917,0.10155099630355835,0.000007536099928984186,64.54183197021484,20.424400329589844,0.35968759655952454,30,825,17.659000396728516,26.093700408935547,0.022085700184106827,0.000004726699899038067,"0",1,252.40960693359375,62,825120262,176.20799255371094,1.7882000207901,5.973020076751709,0.3610000014305115,0.054999999701976776
"","ZTF18absrlhv2690366455015",true,64.5419615,false,"",0.039214473217725754,100,0.012917972334399482,"",1,false,1,19.21575927734375,18.010129189237723,60444.366458300035,"ZTF18absrlhv",2716341566215015000,2690366455015,252.4098377,"","ztf",0.09586299955844879,0.09401600062847137,3.934999942779541,-0.08318520337343216,0.000019772700397879817,64.54180145263672,20.83300018310547,0.6437139511108398,30,824,18.444000244140625,26.334400177001953,0.036602798849344254,0.000012545699973998126,"0",1,252.40965270996094,50,824120150,204.3300018310547,2.1054000854492188,5.008540153503418,0.16300000250339508,0.04100000113248825
"","ZTF18absrlhv2691328786215",true,64.5418083,false,"",0.047838784754276276,100,0.01108617826993211,"",2,false,1,18.96026611328125,17.372770411200037,60445.32878470002,"ZTF18absrlhv",2718360035015015000,2691328786215,252.4098063,"","ztf",0.06930399686098099,0.10213100165128708,3.872999906539917,0.10154300183057785,0.000008135950338328257,64.54183197021484,20.337600708007812,0.3303467929363251,30,825,17.659000396728516,26.099300384521484,0.02297689951956272,0.000005108599907543976,"0",1,252.40960693359375,62,825120262,177.35499572753906,1.9486000537872314,6.249129772186279,0.3610000014305115,0.054999999701976776
"","ZTF18absrlhv2688429255015",true,64.5417884,false,"",0.03790830820798874,100,0.007961921485813732,"",2,false,1,19.125316619873047,17.431025339034242,60442.42925930023,"ZTF18absrlhv",2714348195015015000,2688429255015,252.4098937,"","ztf",0.07619699835777283,0.09197799861431122,4.257999897003174,0.09255199879407883,0.0000072841498877096456,64.54180145263672,20.635700225830078,0.46701985597610474,30,824,17.687000274658203,26.26129913330078,0.02218710072338581,0.0000046258001020760275,"0",1,252.4095916748047,50,824120250,200.06399536132812,1.520900011062622,6.108739852905273,0.2720000147819519,0.052000001072883606
"","ZTF18absrlhv2689425086215",true,64.5417906,false,"",0.0493050143122673,100,0.015726607244815494,"",1,false,1,19.232563018798828,17.99192289799444,60443.4250810002,"ZTF18absrlhv",2714412236215015000,2689425086215,252.4096538,"","ztf",0.07329600304365158,0.10138600319623947,4.1579999923706055,-0.04498939961194992,0.000013340500117919873,64.54180908203125,20.48889923095703,0.06315521150827408,30,825,18.409000396728516,26.17329978942871,0.029339300468564034,0.000008262800292868633,"0",1,252.40963745117188,62,825120162,91.1676025390625,2.5160999298095703,4.869770050048828,0.09000000357627869,0.03999999910593033
"","ZTF18absrlhv2711208715015",true,64.541811,false,"",0.07812384516000748,100,0.022654333768220198,"",1,false,1,19.416257858276367,18.072177068612838,60465.208715300076,"ZTF18absrlhv",2711210396215015000,2711208715015,252.4096792,"","ztf",0.07545900344848633,0.09736599773168564,3.934999942779541,-0.019348200410604477,0.00004237229950376786,64.54180145263672,20.11389923095703,0.057161055505275726,60,824,18.444000244140625,26.475900650024414,0.04911379888653755,0.000024450899218209088,"0",1,252.40965270996094,50,824120150,236.69900512695312,2.8015999794006348,10.533900260925293,0.16300000250339508,0.04100000113248825
