aid,diffmaglim,fid,mjd,oid,sid,tid
"",20.3676,2,58983.37293979991,"ZTF18absrlhv","","ztf"
"",15.327,2,59003.22702550003,"ZTF18absrlhv","","ztf"
"",16.9949,2,59005.29048610013,"ZTF18absrlhv","","ztf"
"",18.0233,2,59005.29189810017,"ZTF18absrlhv","","ztf"
"",15.9066,2,59005.35328700021,"ZTF18absrlhv","","ztf"
"",15.744,2,59026.264398099855,"ZTF18absrlhv","","ztf"
"",17.6231,2,59026.2681828998,"ZTF18absrlhv","","ztf"
"",19.9397,2,59096.19974539988,"ZTF18absrlhv","","ztf"
"",20.3997,2,59112.179803200066,"ZTF18absrlhv","","ztf"
"",20.0144,2,59135.16549770022,"ZTF18absrlhv","","ztf"
"",18.4317,2,59146.11246530013,"ZTF18absrlhv","","ztf"
"",18.6773,2,59155.081122700125,"ZTF18absrlhv","","ztf"
"",19.1377,2,59229.5164005002,"ZTF18absrlhv","","ztf"
"",15.6815,2,59254.43671299983,"ZTF18absrlhv","","ztf"
"",19.8702,2,59269.38761569979,"ZTF18absrlhv","","ztf"
"",18.9144,2,59271.47502310015,"ZTF18absrlhv","","ztf"
"",19.2175,2,59273.472025500145,"ZTF18absrlhv","","ztf"
"",19.7554,2,59275.43285880005,"ZTF18absrlhv","","ztf"
"",19.1722,2,59301.38991900021,"ZTF18absrlhv","","ztf"
"",19.5044,2,59302.42840280011,"ZTF18absrlhv","","ztf"
"",19.5845,2,59303.431481500156,"ZTF18absrlhv","","ztf"
"",19.4327,2,59304.45101850014,"ZTF18absrlhv","","ztf"
"",20.3886,2,59306.48175929999,"ZTF18absrlhv","","ztf"
"",20.4332,2,59307.40468750009,"ZTF18absrlhv","","ztf"
"",20.3453,2,59308.45137730008,"ZTF18absrlhv","","ztf"
"",20.4123,2,59312.39059029985,"ZTF18absrlhv","","ztf"
"",20.648,2,59314.45283559989,"ZTF18absrlhv","","ztf"
"",19.7701,2,59315.44826389989,"ZTF18absrlhv","","ztf"
"",20.8143,2,59316.40623839991,"ZTF18absrlhv","","ztf"
"",19.6846,2,59319.36952550011,"ZTF18absrlhv","","ztf"
"",20.2022,2,59320.47019679984,"ZTF18absrlhv","","ztf"
"",20.2547,2,59322.283946800046,"ZTF18absrlhv","","ztf"
"",20.1159,2,59324.2832986,"ZTF18absrlhv","","ztf"
"",19.7417,2,59328.28670139983,"ZTF18absrlhv","","ztf"
"",19.8143,2,59328.28960649995,"ZTF18absrlhv","","ztf"
"",20.7348,2,59349.33045140002,"ZTF18absrlhv","","ztf"
"",20.7652,2,59349.345127299894,"ZTF18absrlhv","","ztf"
"",19.7325,2,59354.43244209979,"ZTF18absrlhv","","ztf"
"",19.5683,2,59358.332615700085,"ZTF18absrlhv","","ztf"
"",18.5111,2,59372.322511599865,"ZTF18absrlhv","","ztf"
"",19.2766,2,59394.323958300054,"ZTF18absrlhv","","ztf"
"",16.2402,2,59417.26361110015,"ZTF18absrlhv","","ztf"
"",17.395,2,59418.24631940015,"ZTF18absrlhv","","ztf"
"",18.959,2,59423.26180560002,"ZTF18absrlhv","","ztf"
"",19.1208,2,59423.30756939994,"ZTF18absrlhv","","ztf"
"",20.2248,2,59441.20275459997,"ZTF18absrlhv","","ztf"
"",19.7697,2,59443.28215279989,"ZTF18absrlhv","","ztf"
"",19.0602,2,59450.29971060017,"ZTF18absrlhv","","ztf"
"",20.1798,2,59451.18130790023,"ZTF18absrlhv","","ztf"
"",20.6293,2,59455.182175899856,"ZTF18absrlhv","","ztf"
"",20.3731,2,59458.24240740016,"ZTF18absrlhv","","ztf"
"",20.2437,2,59462.23836810002,"ZTF18absrlhv","","ztf"
"",20.5902,2,59466.15753469989,"ZTF18absrlhv","","ztf"
"",20.4004,2,59468.22230320005,"ZTF18absrlhv","","ztf"
"",20.1655,2,59468.24100690009,"ZTF18absrlhv","","ztf"
"",19.9898,2,59473.23746530013,"ZTF18absrlhv","","ztf"
"",19.1872,2,59476.19939809991,"ZTF18absrlhv","","ztf"
"",19.5502,2,59477.18062500004,"ZTF18absrlhv","","ztf"
"",19.4055,2,59478.20011569979,"ZTF18absrlhv","","ztf"
"",19.5689,2,59479.237141199876,"ZTF18absrlhv","","ztf"
"",19.5907,2,59480.223495400045,"ZTF18absrlhv","","ztf"
"",20.3347,2,59484.21586810006,"ZTF18absrlhv","","ztf"
"",20.4779,2,59486.18209489994,"ZTF18absrlhv","","ztf"
"",20.0551,2,59489.18049769988,"ZTF18absrlhv","","ztf"
"",20.1931,2,59491.18061339995,"ZTF18absrlhv","","ztf"
"",19.7854,2,59504.132685199846,"ZTF18absrlhv","","ztf"
"",17.5252,2,59510.1588078998,"ZTF18absrlhv","","ztf"
"",15.5659,2,59510.173460599966,"ZTF18absrlhv","","ztf"
"",20.3043,2,59512.1350579001,"ZTF18absrlhv","","ztf"
"",20.1028,2,59525.13824070012,"ZTF18absrlhv","","ztf"
"",19.3137,2,59625.42934030015,"ZTF18absrlhv","","ztf"
"",19.268,2,59628.44949069992,"ZTF18absrlhv","","ztf"
"",19.1955,2,59628.47439809982,"ZTF18absrlhv","","ztf"
"",19.7486,2,59639.46818289999,"ZTF18absrlhv","","ztf"
"",20.2362,2,59641.367986099795,"ZTF18absrlhv","","ztf"
"",20.1551,2,59673.302465300076,"ZTF18absrlhv","","ztf"
"",20.5938,2,59675.43656249996,"ZTF18absrlhv","","ztf"
"",20.2455,2,59677.43458329979,"ZTF18absrlhv","","ztf"
"",19.7499,2,59679.23922450002,"ZTF18absrlhv","","ztf"
"",19.8748,2,59683.38287039986,"ZTF18absrlhv","","ztf"
"",19.6746,2,59684.40196759999,"ZTF18absrlhv","","ztf"
"",19.7996,2,59687.38129629986,"ZTF18absrlhv","","ztf"
"",18.9341,2,59688.384131900035,"ZTF18absrlhv","","ztf"
"",20.0873,2,59694.32623839984,"ZTF18absrlhv","","ztf"
"",18.6674,2,59695.430208299775,"ZTF18absrlhv","","ztf"
"",20.504,2,59696.452395800035,"ZTF18absrlhv","","ztf"
"",20.3313,2,59700.303969900124,"ZTF18absrlhv","","ztf"
"",20.3539,2,59700.38824070012,"ZTF18absrlhv","","ztf"
"",20.4705,2,59702.40936340019,"ZTF18absrlhv","","ztf"
"",19.8972,2,59708.34361110022,"ZTF18absrlhv","","ztf"
"",19.8696,2,59708.36789349979,"ZTF18absrlhv","","ztf"
"",20.1997,2,59708.43237269996,"ZTF18absrlhv","","ztf"
"",20.3344,2,59739.277407399844,"ZTF18absrlhv","","ztf"
"",20.3057,2,59740.349108799826,"ZTF18absrlhv","","ztf"
"",19.9614,2,59741.3498958,"ZTF18absrlhv","","ztf"
"",19.8279,2,59742.35921300016,"ZTF18absrlhv","","ztf"
"",19.7894,2,59743.30500000017,"ZTF18absrlhv","","ztf"
"",19.8274,2,59748.33024309995,"ZTF18absrlhv","","ztf"
"",19.918,2,59748.33260420011,"ZTF18absrlhv","","ztf"
"",19.9801,2,59750.34730320005,"ZTF18absrlhv","","ztf"
"",20,2,59750.348275499884,"ZTF18absrlhv","","ztf"
"",20.342,2,59755.30424770014,"ZTF18absrlhv","","ztf"
"",20.4677,2,59755.308009299915,"ZTF18absrlhv","","ztf"
"",20.6148,2,59759.32671299996,"ZTF18absrlhv","","ztf"
"",20.5285,2,59759.329120399896,"ZTF18absrlhv","","ztf"
"",20.5976,2,59761.35068289982,"ZTF18absrlhv","","ztf"
"",20.5188,2,59763.31099539995,"ZTF18absrlhv","","ztf"
"",20.5895,2,59765.342523099855,"ZTF18absrlhv","","ztf"
"",20.0791,2,59772.309456000105,"ZTF18absrlhv","","ztf"
"",20.024,2,59772.311817099806,"ZTF18absrlhv","","ztf"
"",19.8271,2,59772.405578699894,"ZTF18absrlhv","","ztf"
"",19.7561,2,59772.40701390011,"ZTF18absrlhv","","ztf"
"",19.8235,2,59774.221180600114,"ZTF18absrlhv","","ztf"
"",19.8161,2,59774.224097200204,"ZTF18absrlhv","","ztf"
"",19.8144,2,59774.264942099806,"ZTF18absrlhv","","ztf"
"",19.5793,2,59774.29858799977,"ZTF18absrlhv","","ztf"
"",20.3311,2,59776.23746530013,"ZTF18absrlhv","","ztf"
"",20.279,2,59776.238888899796,"ZTF18absrlhv","","ztf"
"",20.0713,2,59776.32679399988,"ZTF18absrlhv","","ztf"
"",20.0403,2,59776.341006900184,"ZTF18absrlhv","","ztf"
"",20.4627,2,59778.22040509991,"ZTF18absrlhv","","ztf"
"",17.9231,2,59778.2583912001,"ZTF18absrlhv","","ztf"
"",20.5098,2,59779.266030100174,"ZTF18absrlhv","","ztf"
"",19.7046,2,59782.38894680003,"ZTF18absrlhv","","ztf"
"",20.5753,2,59784.280277799815,"ZTF18absrlhv","","ztf"
"",20.1256,2,59785.28406250011,"ZTF18absrlhv","","ztf"
"",20.622,2,59786.25700230012,"ZTF18absrlhv","","ztf"
"",20.4691,2,59787.31099539995,"ZTF18absrlhv","","ztf"
"",20.5157,2,59788.26519680023,"ZTF18absrlhv","","ztf"
"",20.2203,2,59789.240891200025,"ZTF18absrlhv","","ztf"
"",20.1354,2,59790.26943290001,"ZTF18absrlhv","","ztf"
"",20.2538,2,59791.2183681,"ZTF18absrlhv","","ztf"
"",20.5228,2,59794.24424770009,"ZTF18absrlhv","","ztf"
"",20.4277,2,59794.28265050007,"ZTF18absrlhv","","ztf"
"",20.2993,2,59797.34577549994,"ZTF18absrlhv","","ztf"
"",20.0226,2,59799.225034699775,"ZTF18absrlhv","","ztf"
"",19.9591,2,59799.225532399956,"ZTF18absrlhv","","ztf"
"",18.8968,2,59802.24459489994,"ZTF18absrlhv","","ztf"
"",20.0813,2,59805.20328699984,"ZTF18absrlhv","","ztf"
"",20.0922,2,59805.20424770005,"ZTF18absrlhv","","ztf"
"",20.0207,2,59807.3059605998,"ZTF18absrlhv","","ztf"
"",19.4563,2,59807.32261569984,"ZTF18absrlhv","","ztf"
"",20.2171,2,59812.317858799826,"ZTF18absrlhv","","ztf"
"",20.4505,2,59816.18423609994,"ZTF18absrlhv","","ztf"
"",20.4005,2,59818.2660069,"ZTF18absrlhv","","ztf"
"",20.3883,2,59818.26791669987,"ZTF18absrlhv","","ztf"
"",20.3534,2,59823.18208329985,"ZTF18absrlhv","","ztf"
"",20.4476,2,59825.16687500011,"ZTF18absrlhv","","ztf"
"",19.7024,2,59827.3056481001,"ZTF18absrlhv","","ztf"
"",19.8235,2,59829.161342599895,"ZTF18absrlhv","","ztf"
"",20.2091,2,59844.15634260001,"ZTF18absrlhv","","ztf"
"",20.4551,2,59853.19613429997,"ZTF18absrlhv","","ztf"
"",19.8755,2,59859.13442130014,"ZTF18absrlhv","","ztf"
"",19.6905,2,59863.16604170017,"ZTF18absrlhv","","ztf"
"",19.1916,2,59863.22702550003,"ZTF18absrlhv","","ztf"
"",20.3498,2,59867.15709490003,"ZTF18absrlhv","","ztf"
"",19.4655,2,59887.14099540003,"ZTF18absrlhv","","ztf"
"",19.1058,2,59957.54436339997,"ZTF18absrlhv","","ztf"
"",19.6787,2,59977.47063660016,"ZTF18absrlhv","","ztf"
"",19.8695,2,60016.47437500022,"ZTF18absrlhv","","ztf"
"",20.3288,2,60046.38368060021,"ZTF18absrlhv","","ztf"
"",18.6184,2,60084.38921299996,"ZTF18absrlhv","","ztf"
"",19.6369,2,60128.32856479986,"ZTF18absrlhv","","ztf"
"",20.385,2,60140.260659699794,"ZTF18absrlhv","","ztf"
"",18.5409,2,60149.24251159979,"ZTF18absrlhv","","ztf"
"",19.3792,2,60215.242037000135,"ZTF18absrlhv","","ztf"
"",17.2946,2,60363.471192100085,"ZTF18absrlhv","","ztf"
"",17.4751,2,60363.48606480006,"ZTF18absrlhv","","ztf"
"",20.1707,2,60369.43136569997,"ZTF18absrlhv","","ztf"
"",20.1465,2,60436.452893500216,"ZTF18absrlhv","","ztf"
"",20.0677,2,60436.47055559978,"ZTF18absrlhv","","ztf"
"",20.6357,2,60442.42925930023,"ZTF18absrlhv","","ztf"
"",15.5366,2,60448.411319400184,"ZTF18absrlhv","","ztf"
"",19.5536,2,60452.39355320018,"ZTF18absrlhv","","ztf"
"",20.4377,2,60475.27803240018,"ZTF18absrlhv","","ztf"
"",19.7922,2,60480.4817476999,"ZTF18absrlhv","","ztf"
"",20.3638,2,60487.30027779983,"ZTF18absrlhv","","ztf"
"",20.4813,2,60490.27641199995,"ZTF18absrlhv","","ztf"
"",20.2542,2,60491.364062500186,"ZTF18absrlhv","","ztf"
"",20.4808,2,60499.306550899986,"ZTF18absrlhv","","ztf"
"",20.4788,2,60501.275023099966,"ZTF18absrlhv","","ztf"
"",20.2831,2,60504.284826400224,"ZTF18absrlhv","","ztf"
"",20.3053,2,60505.23792820005,"ZTF18absrlhv","","ztf"
"",19.9422,2,60508.280254600104,"ZTF18absrlhv","","ztf"
"",20.0541,2,60510.27399310004,"ZTF18absrlhv","","ztf"
"",19.7686,2,60513.28229170013,"ZTF18absrlhv","","ztf"
"",20.0299,2,60517.280856499914,"ZTF18absrlhv","","ztf"
"",20.3759,2,60519.30754629988,"ZTF18absrlhv","","ztf"
"",20.4571,2,60524.24283559993,"ZTF18absrlhv","","ztf"
"",20.4871,2,60524.258830999956,"ZTF18absrlhv","","ztf"
"",20.5299,2,60526.28060190007,"ZTF18absrlhv","","ztf"
"",20.0852,2,60528.28863430023,"ZTF18absrlhv","","ztf"
"",19.8858,2,60544.26438659988,"ZTF18absrlhv","","ztf"
"",20.4167,2,60554.20136569999,"ZTF18absrlhv","","ztf"
"",19.8336,2,60565.26222220017,"ZTF18absrlhv","","ztf"
"",19.9547,2,60566.18194440007,"ZTF18absrlhv","","ztf"
"",19.2818,2,60571.1978703998,"ZTF18absrlhv","","ztf"
"",19.7992,2,60572.19841440022,"ZTF18absrlhv","","ztf"
"",20.1265,2,60575.178588000126,"ZTF18absrlhv","","ztf"
"",20.2244,2,60576.18541669985,"ZTF18absrlhv","","ztf"
"",18.9777,2,60595.15653940011,"ZTF18absrlhv","","ztf"
"",20.111,2,60597.11618060013,"ZTF18absrlhv","","ztf"
"",20.0431,2,60597.14071760001,"ZTF18absrlhv","","ztf"
"",19.6699,2,60599.15765050007,"ZTF18absrlhv","","ztf"
"",19.6329,2,60599.16002310021,"ZTF18absrlhv","","ztf"
"",17.8563,2,60602.20318289986,"ZTF18absrlhv","","ztf"
"",19.6635,2,60603.15835649986,"ZTF18absrlhv","","ztf"
"",19.151,2,60687.51293980004,"ZTF18absrlhv","","ztf"
"",20.4256,2,60706.50927079981,"ZTF18absrlhv","","ztf"
"",18.4988,2,60714.530509300064,"ZTF18absrlhv","","ztf"
"",18.8847,2,60714.5481480998,"ZTF18absrlhv","","ztf"
"",18.2679,2,60721.51429399988,"ZTF18absrlhv","","ztf"
"",19.5338,2,60723.40388889983,"ZTF18absrlhv","","ztf"
"",20.2835,2,60729.50969910016,"ZTF18absrlhv","","ztf"
"",20.3256,2,60731.51134259999,"ZTF18absrlhv","","ztf"
"",20.165,2,60735.4301967998,"ZTF18absrlhv","","ztf"
"",19.2839,2,60743.41141200019,"ZTF18absrlhv","","ztf"
"",18.0089,2,60753.44631939987,"ZTF18absrlhv","","ztf"
"",19.8975,2,60755.49309029989,"ZTF18absrlhv","","ztf"
"",19.387,2,60762.450069400016,"ZTF18absrlhv","","ztf"
"",19.6709,2,60762.45343750017,"ZTF18absrlhv","","ztf"
"",19.7862,2,60773.38430560008,"ZTF18absrlhv","","ztf"
"",19.8224,2,60773.403472200036,"ZTF18absrlhv","","ztf"
"",20.0267,2,60781.48453699984,"ZTF18absrlhv","","ztf"
"",19.9612,2,60805.404942099936,"ZTF18absrlhv","","ztf"
"",19.9178,2,60805.40589120006,"ZTF18absrlhv","","ztf"
"",19.4007,2,60807.33589120023,"ZTF18absrlhv","","ztf"
"",20.4046,2,60816.390509299934,"ZTF18absrlhv","","ztf"
"",20.6866,2,60818.37842589989,"ZTF18absrlhv","","ztf"
"",20.5582,2,60818.430763899814,"ZTF18absrlhv","","ztf"
"",20.7158,2,60822.36160880001,"ZTF18absrlhv","","ztf"
"",20.6848,2,60822.386736100074,"ZTF18absrlhv","","ztf"
"",20.7205,2,60824.32692130003,"ZTF18absrlhv","","ztf"
"",20.7426,2,60824.44594909996,"ZTF18absrlhv","","ztf"
"",20.5344,2,60832.43206019979,"ZTF18absrlhv","","ztf"
"",20.1428,2,60834.34715279983,"ZTF18absrlhv","","ztf"
"",19.509,2,60836.30189809995,"ZTF18absrlhv","","ztf"
"",19.3816,2,60836.30380789982,"ZTF18absrlhv","","ztf"
"",19.7703,2,60838.3035995001,"ZTF18absrlhv","","ztf"
"",20.1065,2,60839.3667708002,"ZTF18absrlhv","","ztf"
"",20.3058,2,60840.28472220013,"ZTF18absrlhv","","ztf"
"",20.2754,2,60841.34437499987,"ZTF18absrlhv","","ztf"
"",20.6389,2,60845.27685189992,"ZTF18absrlhv","","ztf"
"",20.4409,2,60847.27243060013,"ZTF18absrlhv","","ztf"
"",20.5005,2,60850.337245400064,"ZTF18absrlhv","","ztf"
"",20.4562,2,60850.381863399874,"ZTF18absrlhv","","ztf"
"",19.684,2,60851.233356500044,"ZTF18absrlhv","","ztf"
"",20.5346,2,60851.32193290023,"ZTF18absrlhv","","ztf"
"",19.3926,2,60854.35530090006,"ZTF18absrlhv","","ztf"
"",20.6217,2,60857.25417819992,"ZTF18absrlhv","","ztf"
"",19.7251,2,60866.279374999925,"ZTF18absrlhv","","ztf"
"",20.5458,2,60875.259386599995,"ZTF18absrlhv","","ztf"
"",20.1494,2,60900.2868170999,"ZTF18absrlhv","","ztf"
"",20.1592,2,60900.28870370006,"ZTF18absrlhv","","ztf"
"",20.5022,2,60902.198310200125,"ZTF18absrlhv","","ztf"
"",20.4638,2,60908.2010764,"ZTF18absrlhv","","ztf"
"",20.3254,2,60908.22043980006,"ZTF18absrlhv","","ztf"
"",20.3162,2,60910.18396990001,"ZTF18absrlhv","","ztf"
"",20.2649,2,60910.18731479999,"ZTF18absrlhv","","ztf"
"",20.3748,2,60914.2004976999,"ZTF18absrlhv","","ztf"
"",20.3544,2,60916.22155090002,"ZTF18absrlhv","","ztf"
"",20.2945,2,60916.22297450015,"ZTF18absrlhv","","ztf"
"",20.3505,2,60918.19692130014,"ZTF18absrlhv","","ztf"
"",20.352,2,60918.19881939981,"ZTF18absrlhv","","ztf"
"",20.2571,2,60920.15785880014,"ZTF18absrlhv","","ztf"
"",19.6378,2,60920.221249999944,"ZTF18absrlhv","","ztf"
"",19.9725,2,60922.20268520014,"ZTF18absrlhv","","ztf"
"",19.8235,2,60922.20410879981,"ZTF18absrlhv","","ztf"
"",19.8651,2,60924.15221060021,"ZTF18absrlhv","","ztf"
"",19.8952,2,60924.19747690018,"ZTF18absrlhv","","ztf"
"",19.7932,2,60926.18021989986,"ZTF18absrlhv","","ztf"
"",19.827,2,60926.193090300076,"ZTF18absrlhv","","ztf"
"",19.9734,2,60928.197881899774,"ZTF18absrlhv","","ztf"
"",19.9693,2,60928.21239579981,"ZTF18absrlhv","","ztf"
"",20.3566,2,60932.14488429995,"ZTF18absrlhv","","ztf"
"",20.2884,2,60932.20467589982,"ZTF18absrlhv","","ztf"
"",20.0168,2,60938.225208300166,"ZTF18absrlhv","","ztf"
"",19.7846,2,60941.261157399975,"ZTF18absrlhv","","ztf"
"",20.2477,2,60943.22193290014,"ZTF18absrlhv","","ztf"
"",20.1618,2,60948.15855319984,"ZTF18absrlhv","","ztf"
"",20.0487,2,60950.1651504999,"ZTF18absrlhv","","ztf"
"",19.5921,2,60953.181585600134,"ZTF18absrlhv","","ztf"
"",19.3558,2,60955.13556709979,"ZTF18absrlhv","","ztf"
"",19.2074,2,60957.214838000014,"ZTF18absrlhv","","ztf"
"",20.2536,2,60960.139039400034,"ZTF18absrlhv","","ztf"
"",19.7588,3,60576.16115739988,"ZTF18absrlhv","","ztf"
